,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Customer_Age,Years_Since_Enrollment
553,Graduation,Married,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,Refuse,No,65,11
555,Graduation,Married,57957.0,0,1,24,290,59,177,77,5,29,7,4,6,8,3,Refuse,Yes,65,11
556,2n Cycle,Married,50334.0,0,1,24,284,16,160,84,16,134,6,7,4,6,6,Refuse,No,52,11
557,Master,Married,48150.0,0,1,24,173,2,39,3,2,47,3,5,1,4,7,Refuse,No,75,11
558,Graduation,Married,56796.0,0,1,24,656,38,161,62,47,37,3,8,9,7,7,Refuse,No,55,11
560,PhD,Widow,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,Accept,No,61,11
561,PhD,Widow,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,Refuse,No,61,11
562,2n Cycle,Married,7500.0,0,0,24,3,18,14,15,22,50,3,3,1,3,9,Accept,No,28,12
563,Master,Married,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,Refuse,No,72,12
564,Graduation,Married,20895.0,1,0,24,18,3,17,3,0,4,1,2,0,3,9,Refuse,No,51,12
565,Master,Married,37509.0,1,0,24,37,5,56,12,8,5,2,3,0,4,7,Refuse,No,48,12
566,Master,Married,88097.0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,Accept,No,46,12
567,Graduation,Married,59041.0,1,1,25,69,2,15,2,2,6,2,2,0,4,5,Refuse,No,51,10
568,Graduation,Single,43322.0,0,0,25,56,7,48,10,2,18,1,3,0,4,7,Refuse,No,50,10
569,PhD,Married,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,Refuse,No,69,10
571,Master,Married,34242.0,0,1,25,8,2,4,0,0,1,1,0,0,3,5,Refuse,No,65,10
572,Graduation,Married,65210.0,0,1,25,626,0,70,0,7,28,2,9,3,8,6,Refuse,No,69,10
573,PhD,Widow,50520.0,0,1,25,112,0,6,2,1,14,2,3,1,3,6,Refuse,No,66,10
574,Graduation,Married,90765.0,0,0,25,547,99,812,151,82,33,0,4,6,5,1,Refuse,No,54,10
575,Graduation,Married,80589.0,0,0,25,507,93,520,242,40,26,1,5,10,5,1,Accept,No,80,10
576,Master,Married,49572.0,1,1,25,35,1,16,0,1,1,2,2,0,3,7,Refuse,No,66,11
577,Graduation,Married,75437.0,0,0,25,795,0,545,95,58,0,1,8,4,10,6,Refuse,No,46,11
578,Master,Divorced,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,Refuse,No,53,11
579,Graduation,Married,58512.0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,Refuse,No,60,11
580,PhD,Single,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,Refuse,No,72,11
581,Graduation,Single,54252.0,1,1,25,178,4,26,8,4,44,5,4,1,5,6,Refuse,No,68,11
582,PhD,Married,45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,Refuse,No,50,11
583,Graduation,Single,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,Refuse,No,45,11
585,2n Cycle,Married,56337.0,1,1,25,349,16,144,28,5,182,5,8,5,4,8,Accept,No,43,11
586,Graduation,Married,22434.0,1,0,25,4,12,11,3,13,15,2,2,0,3,8,Refuse,No,37,11
587,Graduation,Married,61416.0,0,0,25,848,154,323,201,61,78,1,10,3,10,6,Refuse,No,42,11
588,Master,Married,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,Accept,No,49,12
589,Master,Married,58656.0,0,1,25,962,12,194,16,24,12,4,7,8,13,6,Refuse,No,68,12
590,2n Cycle,Married,52247.25135379061,1,0,25,25,3,43,17,4,17,3,3,0,3,8,Refuse,No,51,12
591,Basic,Single,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,Refuse,No,38,12
592,Graduation,Married,26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,Refuse,No,50,10
593,Graduation,Married,71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,Refuse,No,46,10
594,Graduation,Married,26646.0,1,0,26,11,4,20,10,3,5,2,2,0,4,6,Refuse,No,40,10
595,Graduation,Divorced,19346.0,1,0,26,2,0,9,3,6,2,1,1,0,3,8,Refuse,No,50,10
596,Graduation,Single,56243.0,1,2,26,347,0,35,4,3,7,6,4,2,8,5,Refuse,No,49,11
597,PhD,Married,59892.0,0,1,26,73,0,13,0,1,0,1,2,1,3,3,Refuse,No,54,11
598,Graduation,Married,71613.0,0,0,26,426,49,127,111,21,42,1,8,2,10,4,Refuse,No,59,11
599,Graduation,Married,25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,Refuse,No,38,11
600,Graduation,Single,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,Accept,No,49,11
601,Basic,Single,15862.0,1,0,26,1,1,4,11,9,10,1,1,0,3,8,Refuse,No,45,11
602,Master,Married,82584.0,0,0,26,1076,68,103,29,91,68,1,3,4,8,1,Accept,No,50,11
603,Graduation,Married,38360.0,1,0,26,36,2,42,20,21,10,2,2,1,4,3,Refuse,No,35,11
604,PhD,Married,75283.0,1,2,26,733,9,180,12,19,66,11,6,3,5,4,Refuse,No,67,11
605,Master,Married,34941.0,1,1,26,39,2,25,4,3,24,2,3,0,3,8,Refuse,No,68,11
606,Graduation,Single,61823.0,0,1,26,523,7,134,37,14,169,4,8,2,10,7,Refuse,No,72,11
607,Master,Married,90226.0,0,0,26,1083,108,649,253,151,108,1,4,7,12,2,Refuse,No,68,12
608,Graduation,Married,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,Refuse,No,50,12
610,Graduation,Married,43586.0,0,1,26,99,2,11,4,0,16,3,3,0,4,8,Refuse,No,44,12
611,Graduation,Single,32233.0,1,0,26,138,15,35,25,11,72,2,6,2,2,9,Accept,No,50,12
612,Graduation,Married,62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,Refuse,No,55,12
613,Master,Married,57288.0,0,1,27,527,0,21,0,0,60,3,8,1,8,6,Refuse,No,61,10
614,2n Cycle,Married,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,Refuse,No,43,10
616,Master,Single,90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,Accept,No,36,10
617,2n Cycle,Single,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,Accept,No,64,10
618,Graduation,Married,84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,Refuse,No,36,10
620,Graduation,Divorced,48877.0,0,1,27,102,1,15,2,0,24,1,3,0,4,7,Refuse,No,58,10
621,Graduation,Married,60905.0,0,1,27,208,17,76,36,17,38,2,3,3,7,2,Refuse,No,74,11
622,Graduation,Married,75236.0,0,1,27,438,66,400,12,38,114,1,8,3,13,4,Refuse,No,60,11
623,Graduation,Divorced,62551.0,0,0,27,125,16,98,134,21,27,1,6,7,4,3,Refuse,No,71,11
624,PhD,Married,70123.0,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,Refuse,No,41,11
625,Graduation,Single,50785.0,1,1,27,64,1,21,0,1,27,2,2,1,3,6,Refuse,No,62,11
626,2n Cycle,Married,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,Refuse,No,54,11
628,PhD,Married,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,Refuse,No,54,11
629,PhD,Married,87171.0,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,Refuse,No,43,11
630,Graduation,Single,30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,Refuse,No,63,11
631,Graduation,Single,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,Refuse,No,48,11
633,Graduation,Divorced,55686.0,0,1,27,673,0,199,37,47,26,2,6,3,5,4,Refuse,No,58,11
634,2n Cycle,Married,26887.0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,Refuse,No,65,11
635,PhD,Married,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,Accept,No,47,11
636,Graduation,Divorced,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,Refuse,No,72,12
637,Graduation,Married,72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,Refuse,No,62,12
638,Master,Married,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,Refuse,No,53,12
639,2n Cycle,Single,61618.0,0,0,27,605,91,399,0,45,205,2,3,6,8,3,Refuse,No,33,12
640,Graduation,Married,77343.0,0,0,28,227,151,573,98,54,31,1,3,4,9,1,Refuse,No,59,10
641,Graduation,Married,75433.0,1,0,28,800,0,297,0,34,57,2,2,5,10,6,Refuse,No,35,10
642,PhD,Widow,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,Refuse,No,62,10
643,Master,Married,60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,Refuse,No,70,10
644,Graduation,Single,39062.0,1,0,28,23,0,9,0,0,12,1,1,0,3,4,Refuse,No,41,10
645,Graduation,Married,30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,Refuse,No,52,10
646,Graduation,Single,30015.0,1,0,28,25,0,22,2,3,5,2,1,0,4,5,Refuse,No,54,10
647,Graduation,Married,33228.0,1,0,28,22,2,31,7,4,5,1,2,0,3,7,Refuse,No,44,10
648,Graduation,Married,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,Refuse,No,57,11
650,Graduation,Married,55267.0,0,1,28,161,28,136,32,3,45,4,3,4,6,3,Refuse,No,67,11
651,Graduation,Married,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,Refuse,No,66,11
652,Graduation,Single,72258.0,0,1,28,522,0,522,227,120,134,2,6,9,5,2,Refuse,No,53,11
653,PhD,Single,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,Accept,No,40,11
654,Graduation,Divorced,45146.0,1,1,28,33,0,5,0,0,15,2,1,1,2,4,Refuse,No,61,11
655,2n Cycle,Single,51250.0,1,0,28,342,32,230,34,32,40,5,10,5,4,9,Refuse,No,34,11
656,Graduation,Married,32871.0,1,1,28,22,2,12,0,2,5,1,1,0,3,4,Refuse,No,73,11
657,2n Cycle,Married,63855.0,0,0,28,359,35,314,93,116,89,1,7,3,13,4,Refuse,No,46,11
658,PhD,Divorced,42564.0,0,1,28,324,48,186,39,18,198,6,6,8,4,7,Accept,No,56,11
659,2n Cycle,Married,46344.0,0,1,28,233,20,57,8,20,91,4,7,1,5,7,Refuse,No,52,12
660,Graduation,Married,50437.0,0,2,28,370,9,92,6,9,4,3,7,1,8,7,Refuse,No,61,12
661,Graduation,Married,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,Accept,No,64,12
662,Graduation,Single,37774.0,2,0,28,173,8,107,7,2,176,4,7,2,3,9,Accept,Yes,47,12
663,PhD,Married,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,Refuse,No,61,10
664,Graduation,Single,33279.0,0,0,29,10,3,3,0,0,0,1,0,0,3,3,Refuse,No,58,10
665,Graduation,Married,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,Refuse,No,46,10
666,Master,Married,70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,Refuse,No,72,10
667,Graduation,Widow,65486.0,0,1,29,245,19,125,37,67,14,1,4,2,10,2,Refuse,No,67,10
668,Master,Married,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,Refuse,No,43,10
669,Graduation,Married,78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,Refuse,No,64,10
670,Graduation,Married,77226.0,0,1,29,631,43,239,128,76,21,2,6,8,12,3,Refuse,No,61,10
671,Master,Single,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,Refuse,No,33,10
672,Master,Single,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,Accept,No,33,10
673,Graduation,Married,70666.0,0,0,29,398,40,367,119,122,30,1,7,4,4,4,Refuse,No,76,11
674,2n Cycle,Divorced,59052.0,0,1,29,230,35,75,63,57,31,3,7,1,7,5,Refuse,No,65,11
675,Basic,Married,13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,Refuse,No,72,11
676,Graduation,Divorced,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,Refuse,No,75,11
677,Graduation,Divorced,23272.0,0,0,29,19,3,6,4,2,12,1,1,0,3,4,Refuse,No,71,11
678,Master,Divorced,49476.0,0,1,29,386,23,95,54,41,196,4,2,11,5,2,Refuse,No,61,11
679,Master,Married,62694.0,1,1,29,379,6,157,25,91,91,5,9,3,7,7,Refuse,No,59,11
680,PhD,Married,57906.0,0,1,29,243,11,119,10,3,15,3,4,2,8,4,Refuse,No,51,11
681,Graduation,Married,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,Refuse,No,42,11
683,Graduation,Married,65031.0,0,1,29,258,107,291,84,37,86,4,10,3,13,7,Refuse,No,65,11
684,Graduation,Married,30507.0,0,0,29,65,36,74,38,20,110,1,5,1,4,7,Refuse,No,64,11
685,Graduation,Married,67419.0,0,1,29,846,84,352,91,56,42,4,9,4,8,5,Refuse,No,54,11
686,Graduation,Married,59462.0,0,1,29,724,17,143,0,8,196,2,9,2,12,7,Refuse,No,74,11
687,Graduation,Single,95529.0,0,0,29,770,29,890,250,27,24,1,7,3,7,3,Accept,No,30,12
688,Graduation,Widow,53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,Refuse,No,71,12
689,Basic,Married,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,Refuse,No,44,12
690,Graduation,Married,22979.0,1,0,29,16,17,19,20,21,22,3,3,2,2,8,Accept,No,54,12
691,PhD,Single,64950.0,0,1,29,819,0,72,12,0,63,2,11,2,10,7,Refuse,No,73,12
692,Graduation,Married,44322.0,1,0,30,46,0,40,3,0,3,2,3,0,3,8,Refuse,No,39,10
693,Graduation,Married,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,Refuse,No,41,10
695,Graduation,Single,56628.0,0,1,30,479,5,82,7,17,171,2,7,6,5,5,Refuse,No,47,10
696,2n Cycle,Married,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,Accept,No,47,10
697,Graduation,Single,71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,Refuse,No,29,10
698,Graduation,Divorced,71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,Refuse,No,46,10
699,2n Cycle,Single,42607.0,0,1,30,156,29,56,30,32,47,2,3,2,7,3,Refuse,No,70,11
700,Graduation,Married,43057.0,0,1,30,213,2,44,0,2,5,4,4,2,5,5,Refuse,No,49,11
701,Master,Married,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,Refuse,No,49,11
702,Graduation,Single,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,Refuse,No,37,11
703,Graduation,Widow,40590.0,1,1,30,154,0,50,6,11,37,5,3,4,3,6,Refuse,No,55,11
705,Master,Married,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,Accept,No,65,11
706,Graduation,Married,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,Refuse,No,43,11
707,PhD,Married,63516.0,1,1,30,141,11,114,15,14,5,4,4,1,7,5,Refuse,No,51,11
708,Graduation,Divorced,53034.0,1,1,30,160,15,196,15,11,50,8,6,1,7,8,Refuse,No,50,11
709,Master,Married,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,Accept,No,49,11
710,Graduation,Married,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,Refuse,No,42,11
711,PhD,Single,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,Accept,No,38,11
712,Graduation,Divorced,70287.0,0,0,30,295,35,482,121,120,40,1,5,5,10,3,Accept,No,58,11
713,Graduation,Single,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,Accept,No,58,11
715,Master,Married,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,Refuse,No,58,11
716,Graduation,Married,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,Refuse,No,41,11
719,Master,Single,64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,Refuse,No,61,11
720,2n Cycle,Single,41658.0,1,1,30,8,4,12,15,4,29,2,1,1,2,4,Refuse,No,49,12
721,Graduation,Divorced,40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,Refuse,No,48,12
722,Graduation,Married,77568.0,0,1,30,1230,0,396,232,178,158,1,10,2,8,5,Refuse,No,45,12
723,Graduation,Single,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,Refuse,No,39,12
724,Graduation,Married,83512.0,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,Accept,No,38,10
725,PhD,Married,31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,Refuse,No,60,10
726,Graduation,Married,71322.0,0,1,31,121,24,124,24,15,42,1,4,1,7,2,Refuse,No,48,10
727,Graduation,Single,27938.0,1,0,31,13,0,8,2,1,5,1,1,0,4,3,Refuse,No,36,10
728,Graduation,Divorced,22263.0,1,1,31,17,0,2,0,0,2,2,1,0,3,6,Refuse,Yes,73,10
729,Graduation,Married,34633.0,2,1,31,8,1,5,0,0,1,1,1,0,2,6,Refuse,No,68,10
730,Graduation,Married,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,Accept,No,43,11
731,PhD,Married,162397.0,1,1,31,85,1,16,2,1,2,0,0,0,1,1,Refuse,No,48,11
732,Graduation,Widow,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,Refuse,No,46,11
733,2n Cycle,Divorced,41769.0,0,1,31,302,29,131,32,0,27,6,8,1,7,8,Refuse,No,69,11
734,PhD,Married,44953.0,0,0,31,728,17,133,11,8,124,1,7,3,13,6,Refuse,No,43,12
735,PhD,Married,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,Refuse,No,46,12
737,Graduation,Married,40548.0,0,1,31,110,0,5,2,0,3,2,2,1,4,5,Refuse,No,54,12
738,2n Cycle,Divorced,67893.0,0,1,31,711,28,142,49,18,47,2,3,2,9,8,Refuse,No,49,12
739,Graduation,Single,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,Accept,No,71,12
740,Basic,Divorced,9548.0,1,0,31,0,1,3,10,6,9,2,1,0,3,8,Refuse,No,48,12
741,Graduation,Single,68281.0,0,0,31,995,112,417,42,48,41,1,2,9,13,5,Accept,No,66,12
742,2n Cycle,Married,92556.0,0,0,32,493,183,352,184,23,28,0,3,5,13,0,Refuse,No,64,10
743,Graduation,Single,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,Refuse,No,45,11
744,Graduation,Single,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,Accept,No,33,11
745,2n Cycle,Married,19414.0,1,0,32,2,3,12,3,5,7,1,1,0,3,8,Refuse,No,43,11
746,PhD,Single,79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,Refuse,No,66,11
747,PhD,Married,53312.0,0,0,32,241,0,12,0,0,25,1,5,1,5,7,Refuse,No,73,11
748,2n Cycle,Married,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,Refuse,No,42,11
749,Graduation,Married,88347.0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,Refuse,No,63,11
750,PhD,Married,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,Refuse,No,41,11
752,Graduation,Single,10245.0,1,0,32,4,7,7,6,4,13,3,1,2,2,5,Refuse,No,53,11
753,PhD,Married,33454.0,1,0,32,76,10,56,3,1,23,2,4,0,4,8,Refuse,No,39,11
754,Graduation,Single,40887.0,1,1,32,50,4,44,10,10,43,3,3,1,3,9,Accept,No,72,11
755,Graduation,Married,55914.0,0,1,32,384,60,364,119,101,232,4,11,6,8,7,Refuse,No,49,11
756,Graduation,Married,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,Refuse,No,41,11
757,Graduation,Married,52914.0,0,1,32,254,10,44,30,10,227,2,7,3,3,7,Refuse,No,53,11
758,2n Cycle,Married,24884.0,1,0,32,3,6,7,0,0,3,1,0,0,3,7,Refuse,No,52,12
759,Graduation,Single,67384.0,0,1,32,957,40,175,158,53,107,2,7,8,5,5,Refuse,No,54,12
760,Graduation,Married,51651.0,0,1,32,293,6,23,13,6,92,4,6,2,5,8,Refuse,No,64,12
761,Graduation,Married,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,Refuse,No,44,12
762,2n Cycle,Married,32632.0,0,0,32,63,151,137,153,19,53,2,4,4,8,5,Refuse,No,61,12
763,Master,Married,33562.0,1,2,33,21,12,12,0,3,3,3,2,0,4,4,Refuse,No,61,10
764,Graduation,Single,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,Refuse,No,57,10
766,Master,Single,36143.0,1,0,33,12,0,1,0,0,6,1,0,1,2,3,Refuse,No,43,10
767,Master,Married,27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,Refuse,No,51,10
768,Master,Married,41275.0,1,2,33,24,4,22,0,2,9,4,3,1,3,5,Refuse,No,64,10
769,2n Cycle,Married,76800.0,0,0,33,173,26,255,35,71,81,1,4,4,7,1,Refuse,No,59,10
770,Graduation,Married,75794.0,0,0,33,754,160,625,63,32,48,1,7,5,12,3,Refuse,No,37,11
771,Graduation,Married,30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,Refuse,No,73,11
772,PhD,Single,26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,Accept,No,75,11
773,Graduation,Single,91065.0,0,0,33,822,114,108,179,137,114,1,7,9,9,3,Accept,No,43,11
774,Master,Single,45183.0,0,0,33,219,3,60,12,9,12,1,4,1,7,7,Refuse,No,62,11
775,Graduation,Married,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,Refuse,Yes,74,11
776,Graduation,Widow,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,Refuse,No,53,12
778,2n Cycle,Married,57036.0,0,1,33,1171,43,219,19,14,47,4,6,3,13,9,Refuse,No,49,12
779,Graduation,Widow,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,Refuse,No,54,12
780,PhD,Divorced,35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,Refuse,No,54,10
781,Master,Divorced,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,Refuse,No,35,10
783,PhD,Divorced,57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,Refuse,No,59,10
784,Graduation,Married,36026.0,2,1,34,20,4,10,6,4,17,2,2,0,3,6,Refuse,No,52,10
785,Graduation,Married,35788.0,1,1,34,23,2,11,3,1,4,2,2,0,3,6,Refuse,No,53,10
786,Graduation,Married,42243.0,1,1,34,48,0,2,0,0,5,2,2,0,3,7,Refuse,No,65,11
787,Graduation,Divorced,46086.0,0,1,34,244,8,32,7,2,50,4,3,1,8,4,Refuse,No,68,11
788,Master,Married,61346.0,1,0,34,562,58,168,43,16,142,1,5,7,10,3,Refuse,No,46,11
789,Master,Single,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,Refuse,No,53,11
791,Basic,Single,21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,Refuse,No,37,11
792,Graduation,Single,33697.0,1,0,34,4,3,7,0,3,11,1,1,0,2,7,Refuse,No,54,11
793,2n Cycle,Married,25804.0,1,0,34,8,7,9,13,6,12,2,2,0,3,8,Refuse,No,46,11
794,Graduation,Married,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,Refuse,No,47,11
795,Graduation,Married,61286.0,0,1,34,356,0,107,19,9,117,2,7,1,8,5,Refuse,No,58,11
797,Graduation,Married,65196.0,0,2,34,743,19,181,12,0,200,2,7,6,11,5,Refuse,No,66,11
798,Graduation,Divorced,55635.0,0,1,34,235,65,164,50,49,27,4,7,3,7,6,Refuse,No,53,12
799,Master,Married,42021.0,1,0,34,393,5,136,7,5,27,5,10,1,6,9,Refuse,No,43,12
800,Master,Married,75251.0,0,0,34,721,111,925,97,18,18,1,7,6,5,5,Accept,No,52,12
801,Graduation,Married,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,Refuse,No,56,12
802,PhD,Married,53374.0,0,1,34,896,10,101,13,10,34,6,4,2,9,9,Accept,No,55,12
803,Graduation,Married,87195.0,0,0,35,217,76,690,50,26,38,1,3,11,5,1,Accept,No,65,10
804,2n Cycle,Single,42395.0,1,1,35,48,13,57,24,15,25,4,3,1,4,7,Refuse,No,43,10
805,Graduation,Married,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,Refuse,No,58,10
806,Master,Married,44602.0,1,1,35,167,2,89,0,0,34,6,6,1,4,8,Refuse,No,55,10
807,Graduation,Married,94642.0,0,0,35,879,143,797,106,143,143,0,5,7,9,1,Refuse,No,73,10
808,Graduation,Married,28359.0,1,0,35,6,0,5,2,1,2,1,1,0,2,7,Refuse,No,41,11
809,Graduation,Single,55801.0,1,1,35,367,4,51,6,4,95,6,7,2,6,7,Refuse,No,49,11
810,Graduation,Married,92955.0,0,0,35,693,21,925,31,24,84,1,6,7,9,2,Accept,No,51,11
811,Graduation,Married,56534.0,0,1,35,691,7,61,10,0,46,4,10,4,7,8,Accept,No,56,11
812,Graduation,Single,69627.0,0,1,35,231,161,215,171,30,53,2,8,2,11,5,Refuse,No,62,11
813,Master,Divorced,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,Accept,No,54,12
814,Graduation,Married,44964.0,1,1,35,19,1,17,2,0,2,1,1,0,3,8,Refuse,No,44,12
815,PhD,Single,30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,Refuse,No,50,12
816,PhD,Divorced,78825.0,0,0,35,483,74,114,169,37,18,1,5,10,13,3,Accept,No,60,12
817,Graduation,Married,25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,Accept,No,37,12
818,PhD,Widow,47111.0,0,1,35,595,71,153,120,112,41,6,3,2,10,9,Refuse,No,53,12
819,PhD,Single,49667.0,0,0,35,1181,26,120,17,13,39,2,5,10,5,8,Accept,No,69,12
820,Master,Married,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,Refuse,No,77,10
821,PhD,Married,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,Refuse,No,60,10
822,Basic,Married,25224.0,1,0,36,4,9,12,11,2,8,2,1,1,3,3,Refuse,No,52,10
823,Graduation,Married,77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,Refuse,No,56,10
824,PhD,Divorced,28420.0,1,0,36,4,2,5,2,0,0,1,1,0,2,6,Refuse,No,57,11
825,Graduation,Divorced,32952.0,1,0,36,38,0,12,3,1,1,1,2,0,3,7,Refuse,No,47,11
826,Graduation,Married,46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,Refuse,No,49,11
827,PhD,Married,83532.0,0,0,36,755,144,562,104,64,224,1,4,6,4,1,Refuse,No,125,11
828,PhD,Married,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,Refuse,No,77,11
830,Graduation,Married,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,Refuse,No,65,11
831,Master,Single,89616.0,0,0,36,671,47,655,145,111,15,1,7,5,12,2,Accept,No,41,11
832,Graduation,Married,105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,Accept,No,54,11
